CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG,SINONIMOS_ENG_CLEAN
811005,Operador de processos químicos e petroquímicos,"Mantenedor operacional de processos químicos e petroquímicos, Técnico de operação em processos químicos e petroquímicos, Técnico de processo petroquímico (operador de equipamentos)","Operational maintenance of chemical and petrochemical processes, operation technician in chemical and petrochemical processes, petrochemical process technician (equipment operator)",operational maintenance chemical petrochemical process operation technician chemical petrochemical process petrochemical process technician equipment operator
811010,"Operador de sala de controle de instalações químicas, petroquímicas e afins","Operador industrial nas instalações químicas, petroquímicas e afins","Industrial operator in the chemical, petrochemical and the like",industrial operator chemical petrochemical like
811105,Moleiro (tratamentos químicos e afins),Operador de moinho (tratamentos químicos e afins),Mill operator (chemical and related treatments),mill operator chemical related treatment
811110,Operador de máquina misturadeira (tratamentos químicos e afins),"Operador de estação de mistura (tratamentos químicos e afins), Operador de mistura (tratamentos químicos e afins)","Mixture station operator (chemical and related treatments), mixture operator (chemical and related treatments)",mixture station operator chemical related treatment mixture operator chemical related treatment
811115,Operador de britadeira (tratamentos químicos e afins),"Operador de central de britagem (tratamentos químicos e afins), Operador de máquina trituradora (tratamentos químicos e afins)","Central Central Operator (Chemical and Related Treatments), Crusher Machine Operator (Chemical Treatments and the like)",central central operator chemical related treatment crusher machine operator chemical treatment like
811120,Operador de concentração,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811125,Trabalhador da fabricação de resinas e vernizes,"Operador de fabricação de tintas e vernizes, Operador de reatores (fabricação de vernizes e resinas)","Paint and varnishes manufacturing operator, reactive operator (Manufacturing of Varnishes and Resins)",paint varnish manufacturing operator reactive operator manufacturing varnish resin
811130,Trabalhador de fabricação de tintas,"Misturador de tintas, Operador de fabricação de tintas","Paint mixer, paint manufacturing operator",paint mixer paint manufacturing operator
811205,Operador de calcinação (tratamento químico e afins),"Calcinador, Operador de forno de calcinação, Operador de forno termoelétrico para elétrodos de grafite, Operador de sistema de calcinação","Calcator, calcination oven operator, thermoelectric oven operator for graphite electrodes, calcination system operator",calcator calcination oven operator thermoelectric oven operator graphite electrode calcination system operator
811215,Operador de tratamento químico de materiais radioativos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811305,Operador de centrifugadora (tratamentos químicos e afins),"Ajudante de operador de centrífugas, Centrifuguista, Operador de centrífuga (tratamentos químicos e afins), Operador de equipamentos de centrifugar, Operador de máquinas de centrifugar (tratamentos químicos e afins)","Centrifugal operator, centrifuger, centrifugal operator (chemical and related treatments), centrifugation equipment operator, centrifuge machine operator (chemical and related treatments)",centrifugal operator centrifuger centrifugal operator chemical related treatment centrifugation equipment operator centrifuge machine operator chemical related treatment
811310,Operador de exploração de petróleo,"Operador de equipamentos (exploração de petróleo), Operador de filtragem (exploração de petróleo), Operador de máquinas (exploração de petróleo), Operador de processos (exploração de petróleo)","Equipment operator (oil exploration), filtering operator (oil exploration), machine operator (oil exploration), process operator (oil exploration)",equipment operator oil exploration filtering operator oil exploration machine operator oil exploration process operator oil exploration
811315,Operador de filtro de secagem (mineração),"Operador de equipamentos de secagem (mineração), Operador de filtragem (mineração)","Drying Equipment Operator (Mining), Filtering Operator (Mining)",drying equipment operator mining filtering operator mining
811320,Operador de filtro de tambor rotativo (tratamentos químicos e afins),"Operador de filtragem (filtro de tambor rotativo), Operador de filtro rotativo, Operador de máquina de filtro rotativo (tratamentos químicos), Operador de tambor rotativo","Filtering Operator (Rotary Drum Filter), Rotary Filter Operator, Rotary Filter Machine Operator (Chemical Treatments), Rotary Drum Operator",filtering operator rotary drum filter rotary filter operator rotary filter machine operator chemical treatment rotary drum operator
811325,Operador de filtro-esteira (mineração),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811330,Operador de filtro-prensa (tratamentos químicos e afins),"Ajudante de filtrador (filtro-prensa), Filtrador de goma, Operador de equipamentos (filtro-prensa para tratamentos químicos), Operador de estação de filtragem (filtro-prensa), Operador de filtro-prensa","Filter Assistant (Prense Filter), Gum Filter, Equipment Operator (Prense Filter for Chemical Treatments), Filtering Station Operator (Pore Filter), Prense Filter Operator",filter assistant prense filter gum filter equipment operator prense filter chemical treatment filtering station operator pore filter prense filter operator
811335,Operador de filtros de parafina (tratamentos químicos e afins),"Operador de equipamentos de parafinar, Operador de filtragem de parafina, Parafinador, Parafineiro, Preparador de anéis de parafina","Parafinar equipment operator, paraffin filtering operator, paraffin, paraffini, paraffin rings trainer",parafinar equipment operator paraffin filtering operator paraffin paraffini paraffin ring trainer
811405,Destilador de madeira,Alcatroeiro,Carrier,carrier
811410,Destilador de produtos químicos por batelada (exceto petróleo),"Destilador de glicerina, Destilador de produtos de perfumaria, Destilador de produtos químicos e afins, Destilador de resinas, Operador auxiliar de destilação, Operador de destilação (produtos químicos)","Glycerin distiller, perfumery products distiller, chemical and related distiller, resin distiller, distillation auxiliary operator, distillation operator (chemicals)",glycerin distiller perfumery product distiller chemical related distiller resin distiller distillation auxiliary operator distillation operator chemical
811415,Operador de destilação de produtos químicos por processo contínuo (exceto petróleo),Destilador,Distiller,distiller
811420,"Operador de aparelho de reação e conversão (produtos químicos, exceto petróleo)",Operador de reator (produtos químicos exceto petróleo),Reactor operator (chemicals except oil),reactor operator chemical except oil
811425,Operador de equipamento de destilação de álcool,"Destilador de álcool, Operador de produção de álcool","Alcohol distiller, alcohol production operator",alcohol distiller alcohol production operator
811430,Operador de evaporador na destilação,Ajudante de evaporador na destilação,Evaporator assistant in distillation,evaporator assistant distillation
811505,Operador de painel de controle (refinação de petróleo),"Operador de processo (petróleo), Operador de utilidades (petróleo), Operador industrial especializado (petróleo)","Process Operator (Oil), Utility Operator (Petroleum), Specialized Industrial Operator (Petroleum)",process operator oil utility operator petroleum specialized industrial operator petroleum
811510,Operador de transferência e estocagem - na refinação do petróleo,"Bombeador (refinação de petróleo), Operador de bomba (refinação de petróleo), Operador de processamento (transferência e estocagem de petróleo)","Pumping (oil refining), pump operator (oil refining), processing operator (transference and oil storage)",pumping oil refining pump operator oil refining processing operator transference oil storage
811605,Operador de britador de coque,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811610,Operador de carro de apagamento e coque,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811615,Operador de destilação e subprodutos de coque,"Ajudante de destilação de amônia, Operador de carboquímico, Operador de destilação de amônia, Operador de destilação de enxofre, Operador de tratamento de gás (coque), Operador de tratamento residual","Ammonia distillation assistant, carchical operator, ammonia distillation operator, sulfur distillation operator, gas treatment operator (coke), residual treatment operator",ammonia distillation assistant carchical operator ammonia distillation operator sulfur distillation operator gas treatment operator coke residual treatment operator
811620,Operador de enfornamento e desenfornamento de coque,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811625,Operador de exaustor (coqueria),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811630,Operador de painel de controle (coqueificação),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811635,Operador de preservação e controle térmico,"Operador de controle de produção de carboquímico, Operador de controle térmico, Operador de preservação de área carboquímicos, Operador de tratamento de gás","Carbochemical Production Control Operator, Thermal Control Operator, Carbochemical Area Preservation Operator, Gas Treatment Operator",carbochemical production control operator thermal control operator carbochemical area preservation operator gas treatment operator
811640,Operador de reator de coque de petróleo,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811645,Operador de refrigeração (coqueria),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811650,Operador de sistema de reversão (coqueria),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811705,Bamburista,Operador de bambury,Bambury operator,bambury operator
811710,Calandrista de borracha,Cilindrista de borracha,Rubber cylindrist,rubber cylindrist
811715,Confeccionador de pneumáticos,"Confeccionador de câmaras de ar, Confeccionador de pneus, Modelador de pneumáticos","Air chamber clothing, tire making, tire modeler",air chamber clothing tire making tire modeler
811725,Confeccionador de velas por imersão,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811735,Confeccionador de velas por moldagem,Moldador de parafinas,Paraffin,paraffin
811745,Laminador de plástico,"Calandreiro de plástico, Cilindrista de plástico","Plastic calandreiro, plastic cylinder",plastic calandreiro plastic cylinder
811750,Moldador de borracha por compressão,"Modador-prensista (borracha), Moldador de borracha, Moldador prensista (borracha), Prensista de borracha","Pentensist (rubber), rubber molder, pressing molder (eraser), rubber pipeline",pentensist rubber rubber molder pressing molder eraser rubber pipeline
811760,Moldador de plástico por compressão,"Moldador de plástico, Prensista de plástico","Plastic molder, plastic press",plastic molder plastic press
811770,Moldador de plástico por injeção,"Injetor de plástico, Operador de injetora de plástico","Plastic injector, plastic injector operator",plastic injector plastic injector operator
811775,Trefilador de borracha,"Extrusor de borracha, Operador de extrusora de borracha e plástico, Operador de trefila (borracha)","Rubber extrusor, rubber and plastic extruder operator, Trefila Operator (Rubber)",rubber extrusor rubber plastic extruder operator trefila operator rubber
811805,Operador de máquina de produtos farmacêuticos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811810,Drageador (medicamentos),"Drageador, Drageador manipulador, Manipulador de seção de comprimidos e drágeas, Trabalhador de fabricação de comprimidos e drágeas","Drager, Handling Dragezer, Pills and Draga Section handler, tablets and Dragon manufacturing worker",drager handling dragezer pill draga section handler tablet dragon manufacturing worker
811815,Operador de máquina de fabricação de cosméticos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
811820,"Operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros)",Fraldeiro,Ferral,ferral
812105,Pirotécnico,"Arrematador de fogos, Confeccionador de estalinho, Confeccionador de foguetes, Fabricador de baladas, Fabricador de fogos de artifício","Fireflakes, Cattle Making, Rocket Making, Ballad Manufacturer, Fireworking Manufacturer",fireflakes cattle making rocket making ballad manufacturer fireworking manufacturer
812110,Trabalhador da fabricação de munição e explosivos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
813105,Cilindrista (petroquímica e afins),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
813110,"Operador de calandra (química, petroquímica e afins)","Operador industrial (química, petroquímica e afins)","Industrial Operator (Chemistry, Petrochemicals and the like)",industrial operator chemistry petrochemical like
813115,"Operador de extrusora (química, petroquímica e afins)",Operador especializado de extrusora,Extruder Specialized Operator,extruder specialized operator
813120,"Operador de processo (química, petroquímica e afins)",Operador de processo de golfragem,Golfage Process Operator,golfage process operator
813125,"Operador de produção (química, petroquímica e afins)","Operador de manufaturado (química, petroquímica e afins), Operador de máquina de arame","Manufactured Operator (Chemistry, Petrochemical and the like), Wire Machine Operator",manufactured operator chemistry petrochemical like wire machine operator
813130,"Técnico de operação (química, petroquímica e afins)",,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
818105,Assistente de laboratório industrial,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
818110,Auxiliar de laboratório de análises físico-químicas,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
820105,Mestre de siderurgia,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
820110,Mestre de aciaria,"Supervisor de calcinação, Supervisor de convertedor, Supervisor de dessulfuração, Supervisor de forno-panela, Supervisor de lingotamento, Supervisor de pátio e sucata","Calcination Supervisor, Converter Supervisor, Desulfration Supervisor, Pan-Pan Supervisor, Lingoting Supervisor, Patio Supervisor and Scrap",calcination supervisor converter supervisor desulfration supervisor panpan supervisor lingoting supervisor patio supervisor scrap
820115,Mestre de alto-forno,Supervisor de alto-forno,Framework Supervisor,framework supervisor
820120,Mestre de forno elétrico,Mestre de forno de resistência,Resistance oven master,resistance oven master
820125,Mestre de laminação,"Supervisor de forno-poço, Supervisor de laminador de bloco e tarugos, Supervisor de laminador desbastador, Supervisor de linhas de acabamento","Oven supervisor, block and billet laminator supervisor, torn laminator supervisor, finishing line supervisor",oven supervisor block billet laminator supervisor torn laminator supervisor finishing line supervisor
820205,"Supervisor de fabricação de produtos cerâmicos, porcelanatos e afins","Assistente técnico na fabricação de produtos de cerâmica, porcelanatos e afins, Chefe de produção na fabricação de produtos de cerâmica, porcelanatos e afins, Encarregado de produção na fabricação de produtos de cerâmica, porcelanatos e afins, Gerente de produção na fabricação de produtos de cerâmica, porcelanatos e afins, Supervisor de produção na fabricação de produtos de cerâmica, porcelanatos e afins","Technical assistant in the manufacture of ceramic, porcelain and the like, production chief in the manufacture of ceramic products, porcelain and the like, in charge of production in the manufacture of ceramic products, porcelain and the like, production manager in the manufacture of ceramic products, porcelain and the like, production supervisor in the manufacture of ceramic products, porcelain and the like",technical assistant manufacture ceramic porcelain like production chief manufacture ceramic product porcelain like charge production manufacture ceramic product porcelain like production manager manufacture ceramic product porcelain like production supervisor manufacture ceramic product porcelain like
820210,Supervisor de fabricação de produtos de vidro,"Chefe de produção na fabricação de produtos de vidro, Encarregado de produção na fabricação de produtos de vidros, Gerente de produção na fabricação de produtos de vidro, Supervisor de produção na fabricação de produtos de vidro","Production Head in the manufacture of glass products, in charge of production in the manufacture of glass products, production manager in the manufacture of glass products, production supervisor in the manufacture of glass products",production head manufacture glass product charge production manufacture glass product production manager manufacture glass product production supervisor manufacture glass product
821105,Operador de centro de controle ( sinterização),"Operador de centro de controle de sinterização e pátios, Operador de centro de controle e equipamentos da sinterização, Operador de centro de controle e matéria-prima para sinterizar","Sintering and courtyard control center operator, sintering control and equipment center operator, control and raw material operator to syntar",sintering courtyard control center operator sintering control equipment center operator control raw material operator syntar
821110,Operador de máquina de sinterizar,"Operador de forno de sinterizar, Operador de sinterização","Sintetizing Oven Operator, Sintering Operator",sintetizing oven operator sintering operator
821205,Forneiro e operador (alto-forno),"Ajudante de forneiro, Carregador de alto-forno, Forneiro auxiliar (alto-forno), Forneiro de alto-forno, Forneiro de recuperação de resíduos, Operador de alto-forno, Operador de carregamento de alto-forno, Operador de centro de controle de alto-forno, Operador de inspeção de alto-forno","Forneante Assistant, High Forno Charger, Auxiliary Forneiro (High Forno), High Forno Forneiro, Waste Recovery Forneum, High Forno Operator, High Frenchwood Loading Operator, Control Center Operator Operator Operator Operator Operator Operator Operator OperatorAlto-Forno, high forefront inspection operator",forneante assistant high forno charger auxiliary forneiro high forno high forno forneiro waste recovery forneum high forno operator high frenchwood loading operator control center operator operator operator operator operator operator operator operatoraltoforno high forefront inspection operator
821210,Forneiro e operador (conversor a oxigênio),"Forneiro conversor a oxigênio, Operador de forno (conversor a oxigênio)","Oxygen converter, oven operator (oxygen converter)",oxygen converter oven operator oxygen converter
821215,Forneiro e operador (forno elétrico),"Operador de forno de indução elétrica, Operador de forno de tratamento térmico elétrico, Operador de forno elétrico","Electrical induction oven operator, electric heat treatment oven operator, electric oven operator",electrical induction oven operator electric heat treatment oven operator electric oven operator
821220,Forneiro e operador (refino de metais não-ferrosos),"Forneiro (fundição), Forneiros de não-ferrosos, Fundidor (depuração e refinação de metais não-ferrosos), Operador de forno (refino de metais não-ferrosos)","Forneiro (foundry), non-fierce supplies, founder (debugging and refining non-ferrous metals), oven operator (non-ferrous metal refining)",forneiro foundry nonfierce supply founder debugging refining nonferrous metal oven operator nonferrous metal refining
821225,Forneiro e operador de forno de redução direta,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821230,Operador de aciaria (basculamento de convertedor),Operador de basculamento de convertedor,Converter tiller,converter tiller
821235,Operador de aciaria (dessulfuração de gusa),"Auxiliar de dessulfuração e estação de mistura, Operador de dessulfurador de gusa","Desulfration Assistant and Mixture Station, Gusa Desulfration Operator",desulfration assistant mixture station gusa desulfration operator
821240,Operador de aciaria (recebimento de gusa),"Líder de recebimento de gusa, Operador de recebimento de gusa","GUBA GUBA RECEIPT LEADER, GUSA RECEIPT OPERATOR",guba guba receipt leader gusa receipt operator
821245,Operador de área de corrida,"Controlador de carro torpedo, Líder de área de corrida, Operador de conservação de canais, Preparador de área de corrida","Torpedo car controller, running area leader, channel conservation operator, running area trainer",torpedo car controller running area leader channel conservation operator running area trainer
821250,Operador de desgaseificação,Auxiliar de desgaseificação,Tear,tear
821255,Soprador de convertedor,"Líder de convertedor, Operador de sopragem","Converter leader, blowing operator",converter leader blowing operator
821305,Operador de laminador,"Controlador de laminação, Operador de laminação, Operador de laminador de encruamento, Operador de laminador de placas","Lamination Controller, Lamination Operator, Putting Laminator Operator, Laminator Operator",lamination controller lamination operator putting laminator operator laminator operator
821310,Operador de laminador de barras a frio,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821315,Operador de laminador de barras a quente,"Operador de cardas de chapas grossas, Operador de laminador de tiras a quente, Operador de leito de chapas grossas, Operador de máquina de laminação (a quente)","Hot sheet cards, hot -stripped laminator operator, thick sheet bed operator, lamination machine operator (hot)",hot sheet card hot stripped laminator operator thick sheet bed operator lamination machine operator hot
821320,Operador de laminador de metais não-ferrosos,Laminador de metais não-ferrosos,Non-ferrous metal laminator,nonferrous metal laminator
821325,Operador de laminador de tubos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821330,Operador de montagem de cilindros e mancais,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821335,Recuperador de guias e cilindros,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821405,Encarregado de acabamento de chapas e metais  (têmpera),"Líder de produção, no acabamento de chapas e metais","Production leader, in the finishing of plates and metals",production leader finishing plate metal
821410,Escarfador,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821415,Marcador de produtos (siderúrgico e metalúrgico),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821420,"Operador de bobinadeira de tiras a quente, no acabamento de chapas e metais","Operador de desbobinadeira da linha de decapagem, Operador de desbobinadeiras de tiras a quente e a frio","Copping line unloving operator, hot and cold -stripped unobstage operator",copping line unloving operator hot cold stripped unobstage operator
821425,Operador de cabine de laminação (fio-máquina),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821430,Operador de escória e sucata,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
821435,Operador de jato abrasivo,"Operador de jato de areia, Operador de jato de granalha","Sand Jet Operator, Granalha Jet Operator",sand jet operator granalha jet operator
821440,"Operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais","Líder de linhas de tesoura de tiras a quente e a  frio, Líder de linhas de tesoura, no acabamento de chapas e metais (tiras a frio), Operador de carro de aparas, Operador de máquina de corte a gás, Operador de tesoura desbastadora, no acabamento chapas e metais, Operador de tesoura elétrica, no acabamento de chapas e metais, Operador de tesoura pendular, no acabamento de chapas e metais, Operador de tesoura rotativa, no acabamento de chapas e metais, Operador de tesoura sucata, Operador de tesoura transversal, no acabamento de chapas e metais, Operador de tesoura volante e guilhotina, no acabamento de chapas e metais, Picotador de flandres","Leader of hot and cold straps scissors lines, leader of scissors, in the finishing of sheets and metals (cold straps), driving car operator, gas -cutting machine operator, tacky scissors operator,In the plates and metals finish, an electric scissors operator, in the finishing of sheets and metals, a pendular scissors operator, in the finishing of plates and metals, rotary scissors operator, in the finishing of sheet and metals, scissors scissors, scissors operatorcross -sectional, in the finishing of sheets and metals, steering wheel and guillotine scissors operator, in the finishing of plates and metals, flanders kitty",leader hot cold strap scissors line leader scissors finishing sheet metal cold strap driving car operator gas cutting machine operator tacky scissors operatorin plate metal finish electric scissors operator finishing sheet metal pendular scissors operator finishing plate metal rotary scissors operator finishing sheet metal scissors scissors scissors operatorcross sectional finishing sheet metal steering wheel guillotine scissors operator finishing plate metal flanders kitty
821445,Preparador de sucata e aparas,"Ajudante de pátio de sucata, Controlador de pátio de sucata, Selecionador de sucatas","Scrap Courtyard, scrap courtyard controller, scrap selector",scrap courtyard scrap courtyard controller scrap selector
821450,Rebarbador de metal,"Ajudante de rebarbação (metais), Ajustador de rebarbador, Esmerilador de metais, Limpador de metais, Operador de esmeril e serra de disco, no acabamento de metal, Operador de esmeril fixo, no rebarbamento de metal, Operador de esmeril, no rebarbamento de metal, Operador de esmerilador de trilhos, no acabamento de metais","Browning helper (metals), burr backer, metal grinder, metal cleaner, grinder operator and disc, metal finish, fixed grinding operator, metal burning, grinder operator, metal burning, Rail grinder operator, in the finishing of metals",browning helper metal burr backer metal grinder metal cleaner grinder operator disc metal finish fixed grinding operator metal burning grinder operator metal burning rail grinder operator finishing metal
822105,Forneiro de cubilô,"Forneiro auxiliar de cubilô, Operador de forno cubilô",Auxiliary Cubilô Auxiliary Forle,auxiliary cubil auxiliary forle
822110,Forneiro de forno-poço,Operador de forno-poço,Oven-Poço Operator,ovenpoo operator
822115,Forneiro de fundição (forno de redução),"Forneiro de fundição, Forneiro fundidor de metais, Forneiro metalúrgico, Operador de forno metalúrgico","Foundry Forneiro, Metal Foundry Forneiro, Metallurgical Forneum, Metallurgical Oven Operator",foundry forneiro metal foundry forneiro metallurgical forneum metallurgical oven operator
822120,Forneiro de reaquecimento e tratamento térmico na metalurgia,Operador de forno de tratamento térmico,Heat treatment oven operator,heat treatment oven operator
822125,Forneiro de revérbero,"Carregador de forno de segunda fusão e reaquecimento, Forneiro de forno revérbero, Forneiro de metais ferrosos e não-ferrosos (preparação de ligas), Forneiro de retêmpera, Forneiro de têmpera, Operador de forno de espera, Operador de revérbero, Preparador de ligas na metalurgia","Second merger and reheating oven charger, revener oven Forneum, ferrous and non-ferrous metal Forneiro (alloys), retraction fornean, Temporary Forneum, Waiting Oven Operator, Reverbero Operator, Liga Preparer atmetallurgy",second merger reheating oven charger revener oven forneum ferrous nonferrous metal forneiro alloy retraction fornean temporary forneum waiting oven operator reverbero operator liga preparer atmetallurgy
823105,Preparador de massa (fabricação de abrasivos),"Preparador de massa abrasiva, Preparador de mistura abrasiva","Abrasive mass trainer, abrasive mixture trainer",abrasive mass trainer abrasive mixture trainer
823110,Preparador de massa (fabricação de vidro),Preparador de composição de matéria-prima (vidro),Material (glass) composition trainer (glass),material glass composition trainer glass
823115,Preparador de massa de argila,"Operador de moinhos (argila), Preparador de argila, Preparador de massa de argila em cerâmica, Preparador de massa de argila em olaria, Preparador de massa refratária (revestimento de forno)","Moan Operator (clay), clay trainer, ceramic clay pasta, clay pastry preparator in pottery, refractory pasta coating (oven coating)",moan operator clay clay trainer ceramic clay pasta clay pastry preparator pottery refractory pasta coating oven coating
823120,Preparador de barbotina,Preparador de massa cerâmica,Ceramic mass trainer,ceramic mass trainer
823125,Preparador de esmaltes (cerâmica),Preparador de esmalte vítreo,Vitreous enamel trainer,vitreous enamel trainer
823130,Preparador de aditivos,Preparador de aditivos e massas refratárias,ADDITIVE AND REFRER Pastor Preparer,additive refrer pastor preparer
823135,Operador de atomizador,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
823210,Extrusor de fios ou fibras de vidro,"Ajudante de extrusão de fibras de vidro, Fibrador (fabricação de fibra de vidro), Misturador de fios de fibras de vidro, Operador de extrusora (vidro)","Glass fiber extrusion assistant, fibrator (fiberglass manufacturing), glass fiber thread mixer, extruder operator (glass)",glass fiber extrusion assistant fibrator fiberglass manufacturing glass fiber thread mixer extruder operator glass
823215,Forneiro na fundição de vidro,"Forneiro de vidro, Fundidor vidreiro, Operador de forno (fundição de vidro), Vidreiro","Glass Forneiro, Glass Foundry, Oven Operator (Glass Foundry), Vidreiro",glass forneiro glass foundry oven operator glass foundry vidreiro
823220,Forneiro no recozimento de vidro,Operador de forno de recozimento (vidro),APPLICATION OVER OPERATOR (GLASS),application operator glass
823230,"Moldador de abrasivos na fabricação de cerâmica, vidro e porcelana","Manipulador de moldados (abrasivos), Prensista de rebolo de diamante","Molded manipulator (abrasives), diamond grinding",molded manipulator abrasive diamond grinding
823235,Operador de banho metálico de vidro por flutuação,Ajudante de banhos (vidros),Bath Help (Glass),bath help glass
823240,Operador de máquina de soprar vidro,"Garrafeiro (fabricação), Soprador de vidro (a máquina)","Garrafeiro (manufacture), glass blower (the machine)",garrafeiro manufacture glass blower machine
823245,Operador de máquina extrusora de varetas e tubos de vidro,"Ampoleiro (jarras e garrafas térmicas), Operador de máquina de esticar varetas ou tubos de vidro, Operador de máquina extrusora de fibra de vidro, Operador de máquina extrusora de vidro","Amprole (jars and thermos), stretching machine operator or glass tubes, fiberglass extruder machine operator, glass extruder operator operator",amprole jar thermos stretching machine operator glass tube fiberglass extruder machine operator glass extruder operator operator
823250,Operador de prensa de moldar vidro,"Operador de cerâmica (fundição de vidro), Operador de máquina de moldar vidro, Vazador de vidro fundido, Vazador de vidro fundido em moldes","Ceramic Operator (Glass Foundry), glass -shaped machine operator, cast glass leak, molded glass leak",ceramic operator glass foundry glass shaped machine operator cast glass leak molded glass leak
823255,Temperador de vidro,Forneiro temperador,Border,border
823265,Trabalhador na fabricação de produtos abrasivos,"Confeccionador de lixas, Trabalhador  na fabricação de pedras abrasivas, Trabalhador da fabricação de lixa, Trabalhador na fabricação de esmeris, Trabalhador na fabricação de rebolos","Sandframe, worker in the manufacture of abrasive stones, sandpaper manufacture, worker in the manufacture of emeris, worker in the manufacture of rolls",sandframe worker manufacture abrasive stone sandpaper manufacture worker manufacture emeris worker manufacture roll
823305,Classificador e empilhador de tijolos refratários,Classificador e empilhador de tijolos e telhas,Classifier and forklift of bricks and tiles,classifier forklift brick tile
823315,Forneiro (materiais de construção),"Forneiro de material de construção (telhas e tijolos), Operador de forno de cerâmica (materiais de construção)","Construction Material Forneiro (Tiles and Tijols), Ceramic Oven Operator (Construction Materials)",construction material forneiro tile tijols ceramic oven operator construction material
823320,Trabalhador da elaboração de pré-fabricados (cimento amianto),"Auxiliar de fabricação nas indústrias de artefatos de cimento, Operador de máquina na fabricação de artefatos de cimento, Trabalhador  na fabricação de artefatos de cimento amianto","Manufacturing assistant in cement artifacts, machine operator in the manufacture of cement artifacts, worker in the manufacture of asbestos cement artifacts",manufacturing assistant cement artifact machine operator manufacture cement artifact worker manufacture asbestos cement artifact
823325,Trabalhador da elaboração de pré-fabricados (concreto armado),Trabalhador na fabricação de artefatos de cimento,Worker in the manufacture of cement artifacts,worker manufacture cement artifact
823330,Trabalhador da fabricação de pedras artificiais,"Fundidor de pedras artificiais, Graniteiro","Artificial Stones founder, granite",artificial stone founder granite
828105,Oleiro (fabricação de telhas),"Cortador de telhas, Manilheiro - na fabricação, Telheiro","Tile Cutter, Tandher - In Fabrication, Telheiro",tile cutter tandher fabrication telheiro
