CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG
766305,Acabador de embalagens (flexíveis e cartotécnicas),,"the JSON object must be str, bytes or bytearray, not NoneType"
766310,Impressor de corte e vinco,"Dobrador gráfico, Extrusor (artes gráficas), Laminador gráfico, Operador de dobradeira na indústria gráfica, Operador de extrusora (arte gráfica), Operador gráfico de corte e vinco na impressão","Graphic Folder, extrusor (graphic arts), graphic laminator, folding operator in the graphic industry, extruder operator (graphic art), cutting and creep graphic operator in print"
766315,Operador de acabamento (indústria gráfica),,"the JSON object must be str, bytes or bytearray, not NoneType"
766320,Operador de guilhotina (corte de papel),"Cortador  de papel à guilhotina, Cortador de bobina de papel, Cortador de papel, Cortador de papel em máquina eletrônica, Guilhotineiro - na indústria gráfica, Operador de corta-riscadeira  de papel, Refilador gráfico","Guillotine paper cutter, paper coil cutter, paper cutter, electronic machine paper cutter, guillotine - in the graphic industry, paper cutter operator, graphic refill"
766325,Preparador de matrizes de corte e vinco,"Enramador gráfico de corte e vinco, Margeador gráfico de corte e vinco, Montador gráfico de corte e vinco","Cutting and crease graphic enrama, cutting and crease graphic margitor, cutting and crease graphic assembler"
766405,Laboratorista fotográfico,"Auxiliar de laboratório fotográfico, Operador de mini-lab, Supervisor de laboratório fotográfico","Photographic laboratory assistant, mini-lab operator, photographic laboratory supervisor"
766410,"Revelador de filmes fotográficos, em preto e branco","Fotógrafo laboratorista filmes fotográficos, em preto e branco, Laboratorista de filmes fotográficos, em preto e branco","Laboratory photographer photographic movies, in black and white, laborator of photographic films, in black and white"
766415,"Revelador de filmes fotográficos, em cores","Fotógrafo laboratorista filmes fotográficos, em cores, Retoquista (revelação fotográfica)","Laboratory photographer photographic films, in color, rectocy (photographic revelation)"
766420,Auxiliar de radiologia (revelação fotográfica),,"the JSON object must be str, bytes or bytearray, not NoneType"
768105,Tecelão (tear manual),"Operador de tear manual, Tecedor - exclusive de tapetes, Tecelão - exclusive de tapetes","Manual loom operator, teaching - exclusive carpets, weaver - exclusive rugs"
768110,"Tecelão de tapetes, a  mão","Montador de tapetes, Operador de urdideira de tapetes, Tapeceiro a mão (tapetes), Tecedor de tapetes, Tecelão de alfombras, a  mão, Tecelão de tapeçaria em tear manual, Trabalhador de tapetes de nós, a  mão","Rug assembler, carpet aars operator, hand carpet (rugs), carpet feeder, Alfombras weaver, hand, manual loom tapestry weaver, hand -taught worker, hand"
768115,"Tricoteiro, à mão","Tecelão de malhas, a mão, Tricotador, à mão","Knitwear, hand, knitting, hand"
768120,Redeiro,"Mamucabeira, Montador de punho de rede, Tecedor de redes - inclusive de punho, mamucaba, varanda, Tecelão de redes - inclusive de punho, mamucaba, varanda, Varandeira","Mamucabeira, network handle assembler, net feeder - including fist, mamucaba, balcony, net weaver - including fist, mamucaba, balcony, balcony"
768125,Chapeleiro (chapéus de palha),"Acabador de chapéus de palha, Chapeleiro de palha, Confeccionador de chapéus de palha, Decorador de chapéus de palha, Moldador de chapéus de palha, Trançador - na fabricação de chapéus de palha","Straw hat finish, straw hat, straw hat maker, straw hat decorator, straw hat molder, braid - in the manufacture of straw hats"
768130,"Crocheteiro, a  mão",Crocheteiro,Crochet
768205,"Bordador, a  mão","Bordadeira, Criveira, Labirinteira bordadeira, a  mão., Rebordadeira","Embroidery, crush, labyrinator embroidery, the hand."
768210,Cerzidor,"Cerzideira de malha, Cerzideira de meias, Cerzideira de roupas, Cerzideira de tecidos, Consertador de roupas, Remendeira","Knitted cerzira, cerzideira de socks, clothing surroundings, fabric surrounding, clothing repair, referee"
768305,Artífice do couro,"Bolseiro (bolsas de couro), Cinteiro (correeiro), Colador de couro, a  mão, Trabalhador na confecção de peças de couro","Big scholarship (leather bags), belt (runaway), leather gluker, hand, worker in the making of leather pieces"
768310,"Cortador de calçados, a  mão (exceto solas)",,"the JSON object must be str, bytes or bytearray, not NoneType"
768315,"Costurador de artefatos de couro, a  mão (exceto roupas e calçados)","Boleiro (fabricação de bolas de couro), Trabalhador de fabricação de bolas de couro","Boleiro (Manufacture of leather balls), leather balls manufacturing worker"
768320,Sapateiro (calçados sob medida),"Confeccionador de calçados de couro, Costurador de calçados, à mão, Sapateiro (confecção de calçados), Sapateiro de confecção sob medida, Sapateiro montador, Sapateiro (sapatos de balé)","Leather footwear confectioner, footwear sewing, handmaker, shoemaker (making shoes), custom -made cobbler, assembler shoemaker, shoemaker (ballet shoes)"
768325,Seleiro,"Arreeiro de couro - na fabricação, Arreeiro na fabricação, Bainheiro - em selaria, Cabresteador, Cangalheiro - na fabricação, Colador de couro - exclusive calçados, Confeccionador de cabrestos, Correeiro (peças para animais), Seleiro (equipamentos para equitação), Seleiro na fabricação, Trabalhador de fabricação de arreios, Trançador de couro","Leather Fir - In the manufacture, manufacturing rod, dance - in saddlery, halter, cangalheiro - in the manufacture, leather gluer - exclusive shoes, making of themselves, runner (animal pieces), seleader (riding equipment), select atManufacture, harness worker, leather braid"
768605,Tipógrafo,"Copiador de texto na tipografia, Tipógrafo chapista","Text copyr in typography, typographer Chapista"
768610,Linotipista,Compositor de texto,Text composer
768615,Monotipista,Fundidor de tipos,Type
768620,Paginador,Chapista paginador,Paginator
768625,Pintor de letreiros,Serigrafista,Serigrantist
768630,Confeccionador de carimbos de borracha,Confeccionador de carimbos,Stamping
768705,"Gravador, à mão (encadernação)","Dourador, Gravador de lombadas de livros","DOURDER, BOOKS BOOKER"
768710,Restaurador de livros,Restaurador de livros e documentos,Restaurator of Books and Documents
770105,Mestre (indústria de madeira e mobiliário),"Encarregado de montagem de móveis, Encarregado de produção (indústria de madeira e mobiliário), Encarregado de serraria, Encarregado de serviços de serras e tornos, Supervisor de serraria","Furniture assembly in charge of production (wood and furniture industry), in charge of sawmills, in charge of sawn and Tornos services, supervisor of sawmill"
770110,Mestre carpinteiro,"Encarregado de carpintaria, Supervisor de carpintaria, Supervisor de carpinteiro de manutenção","Carpentry, carpentry supervisor, maintenance carpenter supervisor"
771105,Marceneiro,"Auxiliar de marceneiro, Marceneiro de móveis, Moveleiro - exclusive empregador, Prototipista (marceneiro)","Auxiliary of cabinetmaker, furniture cabinetmaker, furniture - exclusive employer, prototype (cabinetmaker)"
771110,Modelador de madeira,"Marceneiro modelista, Modelador de fundição (madeira), Modelista de madeira","Modelist cabinetmaker, casting modeler (wood), wooden modeling"
771115,Maquetista na marcenaria,,"the JSON object must be str, bytes or bytearray, not NoneType"
771120,Tanoeiro,"Marceneiro adueleiro, Marceneiro barriqueiro, Marceneiro boteiro, Marceneiro pipeiro, Montador de tonéis, Tineiro, Toneleiro","Starter -barrier cabinet, cabinetmaker, cabinetmaker, cabinetmaker, pipeiro, casks assembler, tinheiro, toner"
772105,Classificador de madeira,"Ajudante de classificador de folhas (madeira), Ajudante de classificador de madeira, Amarrador de madeira, Classificador de lâminas (madeira), Classificador de madeira na indústria","Leaf classifier (wood), wooden classifier, wooden tinker, blades (wood), wooden classifier in the industry"
772110,Impregnador de madeira,Impregnador de madeira (produtos antiinflamáveis),Wood impregnator (anti -inflamable products)
772115,Secador de madeira,Ajudante de estufador (madeira),Greening assistant (wood)
773105,Cortador de laminados de madeira,"Cortador de chapas de madeiras, Desdobrador de madeira, Falquejador, Laminador de madeira","Wooden sheet cutter, wooden unfolder, hamper, wooden roller"
773110,Operador de serras no desdobramento de madeira,"Artífice de serra, Operador de máquina de serrar, Operador de serra elétrica, Operador de serra esquadrejadeira, Operador de serra manual, Operador de serra mecânica, Operador de serra vertical automática","Serra Arte, Serra Machine Operator, Electric Saw Operator, Sierra Squad Operator, Manual Serra Operator, Mechanical Sierra Operator, Automatic Vertical Sierra Operator Operator"
773115,Serrador de bordas no desdobramento de madeira,"Destopador (madeira), Esquadriador (madeira)","Detopador (wood), squad (wood)"
773120,Serrador de madeira,"Operador de industrialização de madeiras, Operador de máquina de desdobrar madeira, Operador de máquina de serrar madeira, Operador de máquina de serraria, Operador de serra automática, Operador de serra de disco, Operador de serra-cinta, Serrador - em serrarias, Serrador de toras","Wood Industrialization Operator, Machine Machine Operator, Madeira Machine Operator, Serrary Machine Operator, Automatic Sierra Operator, Disk Sierra Operator, Serra -Sierra Operator, Serrator - Serrator, Serratorlogs"
773125,Serrador de madeira (serra circular múltipla),"Auxiliar de operador de serra circular múltipla, Circuleiro, Cortador a serra circular, Operador de circular automática (madeira), Operador de serra circular, Operador de serra circular automática, Operador de serra circular múltipla","Multiple Circular Serra Operator Assistant, circular circular cutter, automatic circular operator (wood), circular saw operator, automatic circular saw operator, multiple circular saw operator operator"
773130,Serrador de madeira (serra de fita múltipla),"Alimentador de serra de fita, Operador de serra de fita","Ribbon saw feeder, ribbon saw operator"
773205,Operador de máquina intercaladora de placas (compensados),Operador de passadeira  na fabricação de compensados,Treadmill operator in the manufacture of plywood
773210,Prensista de aglomerados,Prensista de aglomerado de madeira,Wooden cluster
773215,Prensista de compensados,"Operador de prensa de compensados, Prensista de lâmina de madeira","Plywood operator, wooden blade pressy"
773220,Preparador de aglomerantes,"Preparador de cola para madeira, Preparador de goma para colagem de madeira","Wooden glue coach, wooden gum coach"
773305,Operador de desempenadeira na usinagem convencional de madeira,,"the JSON object must be str, bytes or bytearray, not NoneType"
773310,Operador de entalhadeira (usinagem de madeira),,"the JSON object must be str, bytes or bytearray, not NoneType"
773315,Operador de fresadora (usinagem de madeira),,"the JSON object must be str, bytes or bytearray, not NoneType"
773320,Operador de lixadeira (usinagem de madeira),,"the JSON object must be str, bytes or bytearray, not NoneType"
773325,"Operador de máquina de usinagem madeira, em geral",,"the JSON object must be str, bytes or bytearray, not NoneType"
773330,Operador de molduradora (usinagem de madeira),,"the JSON object must be str, bytes or bytearray, not NoneType"
773335,Operador de plaina desengrossadeira,,"the JSON object must be str, bytes or bytearray, not NoneType"
773340,Operador de serras (usinagem de madeira),"Ajudante de operador de serra, Ajudante de serrador, Oficial de serra, Serrador (usinagem da madeira)","Serra Operator Assistant, Serrator Assistant, Serra's Officer, Serrator (Madeira Machining)"
773345,Operador de torno automático (usinagem de madeira),,"the JSON object must be str, bytes or bytearray, not NoneType"
773350,Operador de tupia (usinagem de madeira),,"the JSON object must be str, bytes or bytearray, not NoneType"
773355,Torneiro na usinagem convencional de madeira,,"the JSON object must be str, bytes or bytearray, not NoneType"
773405,Operador de máquina bordatriz,,"the JSON object must be str, bytes or bytearray, not NoneType"
773410,Operador de máquina de cortina d´água (produção de móveis),,"the JSON object must be str, bytes or bytearray, not NoneType"
773415,Operador de máquina de usinagem de madeira (produção em série),"Operador de fingirjoint, Operador de lixadeira na usinagem de madeira, Operador de máquina de confeccionar palitos, Operador de máquina de produção na usinagem de madeira, Operador de máquinas de confeccionar fósforo, Operador de perfiladeira, Operador de seccionadeira na usinagem de madeira","Funingo Operator, Machining Sandworm Operator, Palitan Machine Operator, Wooden Machining Machine Operator, Making Machine Operator, Fosphorus, Perfilation Operator, Wooden Machining Section Operator Operator Operator Operator Operator"
773420,Operador de prensa de alta freqüência na usinagem de madeira,,"the JSON object must be str, bytes or bytearray, not NoneType"
773505,Operador de centro de usinagem de madeira (cnc),,"the JSON object must be str, bytes or bytearray, not NoneType"
773510,Operador de máquinas de usinar madeira (cnc),Operador  de seccionadora,Sectioning operator
774105,Montador de móveis e artefatos de madeira,"Montador de artefatos de madeira, Montador de caixas de madeira, Montador de caixotes de madeira, Montador de engradados de madeira, Montador de móveis de madeira, Montador de paletes","Wooden artifacts assembler, wooden box assembler, wooden crates assembler, wooden crates assembler, wooden furniture assembler, pallet assembler"
775105,Entalhador  de madeira,Escultor de madeira,Sculptor
775110,Folheador de móveis de madeira,"Chapeador de fórmica, Chapeador de móveis de madeira, Folheador de móveis, Montador de capas trabalhadas, Montador de lâminas, Operador de prensa (folha de recobrimento de móveis), Revestidor de móveis de madeira","Formica Plaper, Wood Furniture Retail, furniture leafer, worked covers assembler, blades assembler, press operator (furniture covering sheet), wooden furniture cover"
775115,Lustrador de peças de madeira,"Ajudante de lustrador, Laqueador de madeira, Laqueador de móveis, Lustrador de madeira, Lustrador de móveis","Luster's helper, wooden liqueter, furniture liqueter, wooden polishing, furniture polller"
775120,Marcheteiro,,"the JSON object must be str, bytes or bytearray, not NoneType"
776405,Cesteiro,"Balaieiro, Cabazeiro, Jacazeiro, Vimeiro","Balaieiro, Cabazeiro, Jacazeiro, Vimeiro"
776410,"Confeccionador de escovas, pincéis e produtos similares (a mão)",,"the JSON object must be str, bytes or bytearray, not NoneType"
776415,"Confeccionador de escovas, pincéis e produtos similares (a máquina)","Confeccionador de escovas, Confeccionador de pincéis, Confeccionador de pincéis, escovas e vassouras, Operador de máquina de encher escovas, pincéis e vassouras","Brushes clothing, brushes clothing, brushes, brushes and brooms, brushing machine operator, brushes and brooms"
776420,"Confeccionador de móveis de vime, junco e bambu","Armador de móveis de vime, Artífice de vime, Empalhador de cadeiras","Wicker furniture shipowner, wicker artificer, chair cuff"
776425,Esteireiro,"Confeccionador de esteiras, Confeccionador de esteiras de palha","Treadmill clothing, straw treadmill clothing"
776430,Vassoureiro,"Confeccionador de vassouras de piaçaba, palha, cerdas plásticas e náilon","Piaçaba, Straw, Plastic bristle and nylon clothing"
777105,Carpinteiro naval (construção de pequenas embarcações),,"the JSON object must be str, bytes or bytearray, not NoneType"
777110,Carpinteiro naval (embarcações),"Carpinteiro (tripulante de embarcações), Marceneiro naval","Carpenter (vessel crew member), naval cabinetmaker"
777115,Carpinteiro naval (estaleiros),,"the JSON object must be str, bytes or bytearray, not NoneType"
777205,Carpinteiro de carretas,,"the JSON object must be str, bytes or bytearray, not NoneType"
777210,Carpinteiro de carrocerias,,"the JSON object must be str, bytes or bytearray, not NoneType"
780105,Supervisor de embalagem e etiquetagem,"Encarregado de acabamento (embalagem e etiquetagem), Encarregado de seção de empacotamento, Encarregado de turma de acondicionamento, Encarregado do setor de embalagem, Inspetor de alimentador de linhas de rotulagem, Supervisor de ensacamento, Supervisor de envasamento, Supervisor do setor de embalagem","Finishing (packaging and labeling), packaging section in charge of packaging, packaging sector, labeling feeding inspector, bagging supervisor, packaging supervisor, packaging sector supervisor, packaging supervisor, packaging supervisor, packaging supervisor"
781105,Condutor de processos robotizados de pintura,"Operador de processos automatizados de pintura, Operador de robô de pintura","Automated painting process operator, painting robot operator"
781110,Condutor de processos robotizados de soldagem,"Operador de robô de soldagem, Robotista (soldagem)","Welding robot operator, robotist (welding)"
781305,Operador de veículos subaquáticos controlados remotamente,"Operador de rov, Piloto de rov","ROV Operator, Rov Pilot"
781310,Operador de aeronaves não tripuladas,"Operador de aeronaves pilotadas remotamente, Operador de drone, Operador de sistema de aeronaves remotamente pilotadas (rpas), Operador de ua (unmanned aircraft), Operador de veículos aéreos não tripulados (vant), Piloto de aeronaves não tripuladas, Piloto de aeronaves pilotadas remotamente, Piloto de drone, Piloto de sistema de aeronaves remotamente pilotadas (rpas), Piloto de ua (unmanned aircraft), Piloto de veículos aéreos não tripulados (vant)","Remotely piloted aircraft operator, drone operator, remotely piloted aircraft operator (RPAs), UNMAD Aircraft (UA) operator, unmanned air vehicle operator (Vant), non -manned aircraft pilot, remotely pilot pilot pilot, Drivers, remotely piloted aircraft system pilot (RPAs), UA (Unmanned Aircraft) pilot, unmanned air vehicle pilot (Vant)"
781705,Mergulhador profissional (raso e profundo),Mergulhador,Diver
782105,Operador de draga,Operador de equipamento de dragagem,Dredging Equipment Operator
782110,Operador de guindaste (fixo),"Guincheiro, Guindasteiro, Operador de guindaste fixo sobre vagões de plataformas flutuantes, Operador de ship loader","Wunt, Guindasteiro, Fixed Crane Operator on Floating Platforms, Ship Loader Operator"
782115,Operador de guindaste móvel,Operador de grua (móvel),Crane operator (mobile)
782120,Operador de máquina rodoferroviária,"Maquinista ferroviário, Operador de máquinas e equipamentos rodoferroviários","Rail driver, machinery operator and rainfall equipment"
782125,Operador de monta-cargas (construção civil),,"the JSON object must be str, bytes or bytearray, not NoneType"
782130,Operador de ponte rolante,,"the JSON object must be str, bytes or bytearray, not NoneType"
782135,Operador de pórtico rolante,,"the JSON object must be str, bytes or bytearray, not NoneType"
782140,Operador de talha elétrica,,"the JSON object must be str, bytes or bytearray, not NoneType"
782145,Sinaleiro (ponte-rolante),"Portaló nas operações de máquinas e equipamentos de elevação, Sinaleiro de campo nas operações de máquinas e equipamentos de elevações, Sinaleiro (orientação de guindastes e equipamentos similares)","Portaló in Machinery and Equipment operations, field signal in the operations of elevating machinery and equipment, signaler (guidance of cranes and similar equipment)"
782205,Guincheiro (construção civil),"Ajudante de guincheiro, Ajudante de operador de guincho, Operador de guincho, Operador de máquina-elevador","Wunt Helper, Winch Operator Assistant, Winning Operator, Machine Operator"
782210,Operador de docagem,Doqueiro,Of the
782220,Operador de empilhadeira,"Motorista de empilhadeira, Operador de empilhadeira elétrica, Operador de máquina  empilhadeira","Forklift driver, electric forklift operator, forklift machine operator"
782305,Motorista de carro de passeio,"Chofer, Motorista  no serviço doméstico, Motorista de automóveis, Motorista particular, Motorista segurança, Motorista vigilante","Driver, driver at home service, car driver, private driver, safety driver, vigilant driver"
782310,Motorista de furgão ou veículo similar,"Condutor de veículo de carga, Motorista auxiliar, Motorista auxiliar de tráfego, Motorista de carga a frete, Motorista de carro forte, Motorista de furgão, Motorista de kombi, Motorista de perua, Motorista entregador, Motorista manipulador","Conductor of cargo vehicle, assistant driver, traffic auxiliary driver, freight cargo driver, strong car driver, van driver, van driver, wagon driver, handkerproof driver, manipulator driver"
782315,Motorista de táxi,"Chofer de praça, Condutor de táxi, Motorista de praça, Taxeiro, Taxista","Square driver, taxi driver, square driver, taxi driver, taxi driver"
782320,Condutor de ambulância,"Condutor de transporte de pacientes, Condutor de veículos ambulatoriais, Motorista de ambulância","Driver of patient transport, outpatient vehicle driver, ambulance driver"
782405,Motorista de ônibus rodoviário,,"the JSON object must be str, bytes or bytearray, not NoneType"
782410,Motorista de ônibus urbano,,"the JSON object must be str, bytes or bytearray, not NoneType"
782415,Motorista de trólebus,,"the JSON object must be str, bytes or bytearray, not NoneType"
782420,Condutor escolar (terrestre),,"the JSON object must be str, bytes or bytearray, not NoneType"
782505,Caminhoneiro autônomo (rotas regionais e internacionais),"Caminhoneiro, Caminhoneiro caçambeiro, Caminhoneiro carreteiro, Caminhoneiro carreteiro (transporte animal), Caminhoneiro de basculante, Caminhoneiro de caminhão basculante, Caminhoneiro de caminhão leve, Caminhoneiro de caminhão pipa, Caminhoneiro de caminhão-betoneira, Caminhoneiro de caminhão-tanque, Caminhoneiro gaioleiro (gado), Caminhoneiro operador de caminhão-betoneira, Carreteiro (caminhoneiro de caminhão-carreta)","Trucker, Trucker Casambieiro, Carreteiro trucker, Carreteiro truck driver (animal transport), tilting truck driver, tilting truck truck, light truck truck, kite truck truck, truck truck truck, truck truck truck, clerk truck (cattleman), Truck Truck Trucker, Carreteiro (Charger truck truck)"
782510,Motorista de caminhão (rotas regionais e internacionais),"Caçambeiro, Carreteiro (motorista de caminhão-carreta), Carreteiro (transporte de animal), Cegonheiro ( motorista de caminhão), Gaioleiro (gado), Manobrista de veículos pesados sobre rodas, Motorista carreteiro, Motorista de basculante, Motorista de caminhão, Motorista de caminhão (entrega de bebidas), Motorista de caminhão leve, Motorista de caminhão-basculante, Motorista de caminhão-betoneira, Motorista de caminhão-pipa, Motorista de caminhão-tanque, Motorista operador de caminhão-betoneira","Caçambieiro, Carreteiro (carrier truck driver), Carreteiro (animal transport), bullshit (truck driver), clerk (cattle), heavy vehicle valet on wheels, carreteiro driver, tilting driver, truck driver, driver driver, driverTruck (Delivery of Beverages), Light Truck Driver, Band truck driver, Bet Truck Driver, Truck Driver, Truck Driver, Truck Operator Driver"
782515,Motorista operacional de guincho,"Motorista de caminhão-guincho leve, Motorista de caminhão-guincho médio, Motorista de caminhão-guincho pesado, Motorista de caminhão-guincho pesado com munk, Motorista de caminhão-guindaste","Lightweight truck driver, medium gun-truck driver, heavyweight truck driver, heavy truck driver with Munk, guide truck driver"
782605,Operador de trem de metrô,Piloto de trem de metrô,Metro Train Pilot
782610,Maquinista de trem,"Maquinista de locomotiva, Operador de locomotiva","Locomotive driver, locomotive operator"
782615,Maquinista de trem metropolitano,"Operador de locomotiva (transporte metropolitano), Operador de trem metropolitano","Locomotive Operator (Metropolitan Transport), Metropolitan Train Operator"
782620,Motorneiro,"Operador de automotriz, Operador de bonde","Automotive Operator, Tram Operator"
782625,Auxiliar de maquinista de trem,Ajudante de maquinista de trem,Train Machinery Assistant
782630,Operador de teleférico (passageiros),,"the JSON object must be str, bytes or bytearray, not NoneType"
782705,Marinheiro de convés (marítimo e fluviário),"Contramestre fluvial, Marinheiro de convés",Fluvial against deck sailor
782710,Marinheiro de máquinas,,"the JSON object must be str, bytes or bytearray, not NoneType"
782715,Moço de convés (marítimo e fluviário),"Marinheiro fluvial de convés, Moço de convés","Fluvial Deck Sailor, deck boy"
782720,Moço de máquinas (marítimo e fluviário),"Marinheiro fluvial de máquinas, Moço de máquinas","Machine river sailor, machine boy"
782725,Marinheiro de esporte e recreio,,"the JSON object must be str, bytes or bytearray, not NoneType"
782730,Marinheiro auxiliar de convés (marítimo e aquaviario),,"the JSON object must be str, bytes or bytearray, not NoneType"
782735,Marinheiro auxiliar de máquinas (marítimo e aquaviário),,"the JSON object must be str, bytes or bytearray, not NoneType"
782805,Condutor de veículos de tração animal (ruas e estradas),"Cangueiro - carro de boi, Carroceiro, Charreteiro, Cocheiro, Condutor de carroça, Condutor de charrete","Cangueiro - Ox's car, cart, buggy, coachman, cart driver, buggy driver"
782810,Tropeiro,"Arreador, Arrieiro, Bruaqueiro, Cambiteiro, Cangalheiro, Cargueiro, Carreiro, Comboieiro, Muladeiro, Sota","Arreador, Arreiro, Brucate, Mambiquitan, Cangalheiro, Cargoiro, Carreiro, Comboieiro, Muladeiro, Sota"
782815,Boiadeiro,"Chamador de bois, Condutor de boiada, Condutor de bois, Guieiro, Madrinheiro","Call of oxen, driver of cattle, ox driver, guineeiro, Madrinheiro"
782820,Condutor de veículos a pedais,Ciclista de carga,Cargo cyclist
783105,Agente de pátio,Agente de estação (manobras),Station agent (maneuvers)
783110,Manobrador,"Chefe de manobra - no transporte ferroviário, Manobrador de ferrovia, Manobrador de trem, Manobreiro de ferrovia, Manobreiro de trem, Manobrista de ferrovia, Manobrista de trem, Maquinista de manobras, Operador de manobras (auxiliar de ferrovias)","MANUER CHEARING - In rail transport, railway maneuver, train maneuver, railway maneuver, train maneuver, railway valet, train valet, maneuvering manup, maneuvering operator (railway assistant)"
783205,Carregador (aeronaves),"Auxiliar de serviços no aeroporto, Despachante de bagagens em aeroportos","Service Assistant at the airport, luggage dispatcher at airports"
783210,Carregador (armazém),,"the JSON object must be str, bytes or bytearray, not NoneType"
783215,Carregador (veículos de transportes terrestres),"Carregador de caminhão, Carregador de vagões, Carregador e descarregador de caminhões, Chapa arrumador de caminhões, Chapa de caminhão, Chapa (movimentador de mercadoria)","Truck charger, wagon charger, truck charger and unloader, truck -tidier plate, truck plate, plate (commodity moveer)"
783220,Estivador,"Bagrinho (estiva), Cacimbeiro (estivador)","Bagrinho (Estiva), Cacimber (docker)"
783225,Ajudante de motorista,"Ajudante de carga e descarga de mercadoria, Entregador de bebidas (ajudante de caminhão), Entregador de gás (ajudante de caminhão)","Cargo assistant and merchandise discharge, beverage delivery (truck assistant), gas delivery (truck helper)"
783230,Bloqueiro (trabalhador portuário),"Bloquista (trabalhador portuário), Peador (trabalhador portuário), Trabalhador portuário de bloco","BLOCISTA (Port Worker), Pensor (Port Worker), Port Block Worker"
783235,Trabalhador portuário de capatazia,"Encarregado de serviço de capatazia, Encarregado de serviços de cais (capatazia)",Capatazian service in charge of Cais Services (Capatazia)
783240,Amarrador e desamarrado de embarcações,"Amarrador de embarcações, Amarrador e desatracados de embarcações","Boat lashing, lashing and vessel default"
784105,"Embalador, a mão","Ajudante de embalador, Ajudante de encaixotador, Amarrador de embalagens, Carimbador, a mão, Classificador de embalagens (manual), Colador de caixas, Embrulhador, Empacotador, a mão, Encaixotador, a mão, Enchedor de bandejas, Engradador, Ensacador, Etiquetador, a mão, Montador de caixa de papelão, Montador de embalagens","Packer assistant, fitter assistant, packaging lashing, stamping, hand, packaging classifier (manual), box glue, wrapping, packer, hand, fitter, hand, trays, crate, tagger, label, label, label, label, tagthe hand, cardboard box assembler, packaging assembler"
784110,"Embalador, a máquina","Ajudante de ensacador, a máquina, Empacotador, a máquina, Inspetor de material de embalagem, Lacrador de embalagens, a  máquina, Operador de embalagem, a máquina, Operador de máquina a vácuo, Operador de máquina de embalar, Operador de máquina de embrulhar, Operador de máquina de empacotar, Operador de máquina de enlatar, Operador de máquina pneumática","Big assistant, the machine, packaging, machine, packaging material inspector, packaging sealing, machine, packaging operator, machine, vacuum machine operator, packing machine operator, wrapping machine operator,Packing machine operator, canopy machine operator, pneumatic machine operator"
784115,Operador de máquina de etiquetar,"Carimbador, a máquina, Colador de rótulos em caixas, Etiquetador, Etiquetador de embalagem, Marcador de caixas, Marcador de embalagem, Marcador de fardos, Marcador de preços, Operador de máquina de rotular, Rotulador, Seladeira","Cambador, machine, box label, labeling, packaging label, box marker, packaging marker, price marker, labeling machine operator, labeler, sealers"
784120,Operador de máquina de envasar líquidos,"Ajudante de engarrafamento, Arrolhador, Engarrafador, Operador de máquina de engarrafamento","Bottting assistant, arrangement, bottling, bottling machine operator"
784125,Operador de prensa de enfardamento,"Ajudante de enfardamento, Costurador de fardos, Enfardador, Operador de prensa de fardos, Prensador de sacos","Bibs' assistant, baler sewing, swaddling, bales press operator, bags"
784205,Alimentador de linha de produção,"Abastecedor de linha de produção, Abastecedor de máquinas de linha de produção, Alimentador de esteiras (preparação de alimentos e bebidas), Alimentador de máquina automática, Auxiliar de linha de produção, Operador de processo de produção","Production line supplier, production line machine supplier, treadmill feeder (food and beverage preparation), automatic machine feeder, production line assistant, production process operator operator"
791105,Artesão bordador,,"the JSON object must be str, bytes or bytearray, not NoneType"
791110,Artesão ceramista,,"the JSON object must be str, bytes or bytearray, not NoneType"
791115,Artesão com material reciclável,,"the JSON object must be str, bytes or bytearray, not NoneType"
791120,Artesão confeccionador de biojóias e ecojóias,,"the JSON object must be str, bytes or bytearray, not NoneType"
791125,Artesão do couro,,"the JSON object must be str, bytes or bytearray, not NoneType"
791130,Artesão escultor,,"the JSON object must be str, bytes or bytearray, not NoneType"
791135,Artesão moveleiro (exceto reciclado),,"the JSON object must be str, bytes or bytearray, not NoneType"
791140,Artesão tecelão,,"the JSON object must be str, bytes or bytearray, not NoneType"
791145,Artesão trançador,,"the JSON object must be str, bytes or bytearray, not NoneType"
791150,Artesão crocheteiro,,"the JSON object must be str, bytes or bytearray, not NoneType"
791155,Artesão tricoteiro,,"the JSON object must be str, bytes or bytearray, not NoneType"
791160,Artesão rendeiro,,"the JSON object must be str, bytes or bytearray, not NoneType"
810105,Mestre (indústria petroquímica e carboquímica),Supervisor de operação (indústria petroquímica e carboquímica),Operation Supervisor (Petrochemical and Carbochemistry Industry)
810110,Mestre de produção química,"Chefe de centrifugação, Encarregado de misturas de divisão de corantes e produtos químicos, Encarregado de produção química, Supervisor de produção química","Head of centrifugation, in charge of mixtures of division of dyes and chemicals, in charge of chemical production, chemical production supervisor"
810205,Mestre (indústria de borracha e plástico),"Chefe de setor de plásticos, Encarregado de setor de borracha, Mestre de acabamento de peças (plástico e borracha)","Head of Plastics Sector, in charge of rubber sector, master finishing master (plastic and rubber)"
